"User Story Number","User Story Description","Feature Number","Feature Description"
"US-195","As a SMART user, I want the Bankruptcy tab to provide a Search option, so that I can query bankruptcy data.","F-1","Display Search link under Bankruptcy."
"US-195","As a SMART user, I want the Bankruptcy tab to provide a Search option, so that I can query bankruptcy data.","F-2","Navigate to Bankruptcy search page."
"US-196","As a SMART user, I want the Foreclosure tab to include a Search option, so that I can locate foreclosure cases.","F-1","Show Search link under Foreclosure tab."
"US-196","As a SMART user, I want the Foreclosure tab to include a Search option, so that I can locate foreclosure cases.","F-2","Route user to Foreclosure search page."
"US-197","As a SMART user, I want Mortgage Release tab options, so that I can perform searches and print check batches or rejects.","F-1","List Mortgage Search, Check Search, Print Batch Checks, Print Rejects Checks."
"US-197","As a SMART user, I want Mortgage Release tab options, so that I can perform searches and print check batches or rejects.","F-2","Link each option to correct page."
"US-198","As a SMART user, I want Cash Management tab options, so that I can access financial reports and queues.","F-1","List seven options under Cash Management."
"US-198","As a SMART user, I want Cash Management tab options, so that I can access financial reports and queues.","F-2","Verify each link routes accurately."
"US-199","As a SMART user, I want Customer Service tab options, so that I can search, create, or review CRM tickets.","F-1","Display Ticket Search, Create New Ticket, CRM Review Queue."
"US-199","As a SMART user, I want Customer Service tab options, so that I can search, create, or review CRM tickets.","F-2","Ensure navigation for each option."
"US-200","As a SMART user, I want Reports tab categories, so that I can open Customer Service, Director, Servicing/Release, or Accounting reports.","F-1","List four report categories."
"US-200","As a SMART user, I want Reports tab categories, so that I can open Customer Service, Director, Servicing/Release, or Accounting reports.","F-2","Navigate correctly on selection."
"US-201","As a SMART user, I want to view and edit my personal information, so that my contact details stay current.","F-1","Open User Information page by clicking username."
"US-201","As a SMART user, I want to view and edit my personal information, so that my contact details stay current.","F-2","Allow editing of identification and contact fields."
"US-201","As a SMART user, I want to view and edit my personal information, so that my contact details stay current.","F-3","Save changes with validation."
"US-202","As a SMART user, I want to switch roles via the Role drop-down, so that I can view SMART from different role perspectives.","F-1","Display available roles in drop-down."
"US-202","As a SMART user, I want to switch roles via the Role drop-down, so that I can view SMART from different role perspectives.","F-2","Reload interface with selected role’s permissions."
"US-202","As a SMART user, I want to switch roles via the Role drop-down, so that I can view SMART from different role perspectives.","F-3","Persist chosen role for session."
"US-203","As a SMART user, I want Maintenance tab options, so that I can manage tickets, vendors, and accounts.","F-1","List Ticket Round Robin, Vendor Management, Account Management, Create Account."
"US-203","As a SMART user, I want Maintenance tab options, so that I can manage tickets, vendors, and accounts.","F-2","Link each option to its page."
"US-204","As a SMART user, I want to open Manage Password on My Account, so that I can change my credentials.","F-1","Scroll directly to Manage Password anchor when selected."
"US-204","As a SMART user, I want to open Manage Password on My Account, so that I can change my credentials.","F-2","Display current and new password fields."
"US-205","As a SMART user, I want to change my password with complexity rules, so that my account remains secure.","F-1","Validate twelve-character minimum length."
"US-205","As a SMART user, I want to change my password with complexity rules, so that my account remains secure.","F-2","Require uppercase, lowercase, number, and special character."
"US-205","As a SMART user, I want to change my password with complexity rules, so that my account remains secure.","F-3","Match new and confirm fields before enabling SAVE."
"US-205","As a SMART user, I want to change my password with complexity rules, so that my account remains secure.","F-4","Store hashed password after SAVE."
"US-206","As a SMART user, I want SMART to force password changes every 30 days and block reuse of 24 passwords, so that policy is enforced.","F-1","Track password-change timestamp per user."
"US-206","As a SMART user, I want SMART to force password changes every 30 days and block reuse of 24 passwords, so that policy is enforced.","F-2","Prevent login past 30 days without reset flow."
"US-206","As a SMART user, I want SMART to force password changes every 30 days and block reuse of 24 passwords, so that policy is enforced.","F-3","Maintain last 24 password hashes for comparison."
"US-206","As a SMART user, I want SMART to force password changes every 30 days and block reuse of 24 passwords, so that policy is enforced.","F-4","Reject new password if it matches stored hash list."
"US-207","As a SMART user, I want my account disabled after 90 inactive days, so that dormant accounts are secured.","F-1","Calculate inactivity based on last login date."
"US-207","As a SMART user, I want my account disabled after 90 inactive days, so that dormant accounts are secured.","F-2","Disable authentication at 90-day threshold."
"US-207","As a SMART user, I want my account disabled after 90 inactive days, so that dormant accounts are secured.","F-3","Display Help Desk contact message on login attempt."
"US-207","As a SMART user, I want my account disabled after 90 inactive days, so that dormant accounts are secured.","F-4","Allow admin reactivation only."
"US-208","As a SMART user, I want to initiate password recovery from the login page, so that I can regain access when credentials are lost.","F-1","Provide FORGOT PASSWORD link on login screen."
"US-208","As a SMART user, I want to initiate password recovery from the login page, so that I can regain access when credentials are lost.","F-2","Redirect to password reset form."
"US-209","As a SMART user, I want to submit my work email and a security question, so that SMART can verify my identity during recovery.","F-1","Require valid corporate email format."
"US-209","As a SMART user, I want to submit my work email and a security question, so that SMART can verify my identity during recovery.","F-2","Present one challenge question drop-down."
"US-209","As a SMART user, I want to submit my work email and a security question, so that SMART can verify my identity during recovery.","F-3","Enable SUBMIT only when both fields populated."
"US-210","As a registered SMART user, I want to receive a temporary password by email, so that I can log in and set a new one.","F-1","Generate one-time temporary password token."
"US-210","As a registered SMART user, I want to receive a temporary password by email, so that I can log in and set a new one.","F-2","Email token to validated address."
"US-210","As a registered SMART user, I want to receive a temporary password by email, so that I can log in and set a new one.","F-3","Expire token after first use or 24 hours."
"US-211","As an unregistered visitor, I want SMART to prompt me to register when recovery fails, so that I can obtain proper access.","F-1","Detect unknown email on recovery submit."
"US-211","As an unregistered visitor, I want SMART to prompt me to register when recovery fails, so that I can obtain proper access.","F-2","Display registration requirement message with link."
"US-212","As a SMART user, I want a LOGOUT button, so that I can end my session securely after saving work.","F-1","Place LOGOUT in top navigation."
"US-212","As a SMART user, I want a LOGOUT button, so that I can end my session securely after saving work.","F-2","Invalidate server session and tokens on click."
"US-212","As a SMART user, I want a LOGOUT button, so that I can end my session securely after saving work.","F-3","Redirect to login page."
"US-213","As a SMART user, I want to export any data table to Excel, so that I can analyze information offline.","F-1","Provide Excel icon on table header."
"US-213","As a SMART user, I want to export any data table to Excel, so that I can analyze information offline.","F-2","Generate .xlsx with current filter set."
"US-213","As a SMART user, I want to export any data table to Excel, so that I can analyze information offline.","F-3","Trigger browser download automatically."
"US-214","As a SMART user, I want to export data tables to PDF, so that I can create printable reports.","F-1","Provide PDF icon on table header."
"US-214","As a SMART user, I want to export data tables to PDF, so that I can create printable reports.","F-2","Open generated PDF in new tab."
"US-214","As a SMART user, I want to export data tables to PDF, so that I can create printable reports.","F-3","Ensure formatting matches on-screen columns."
"US-215","As a SMART user, I want a Print option on data tables, so that I can produce hard copies.","F-1","Provide Print icon on header."
"US-215","As a SMART user, I want a Print option on data tables, so that I can produce hard copies.","F-2","Open print-friendly tab with table content."
"US-215","As a SMART user, I want a Print option on data tables, so that I can produce hard copies.","F-3","Invoke browser print dialog automatically."
"US-216","As a SMART user, I want column search boxes on tables, so that I can filter results quickly.","F-1","Render per-column text input."
"US-216","As a SMART user, I want column search boxes on tables, so that I can filter results quickly.","F-2","Filter table rows on keypress."
"US-216","As a SMART user, I want column search boxes on tables, so that I can filter results quickly.","F-3","Clear filters with one action."
"US-217","As a SMART user, I want to open a loan by clicking its Skey, FHA Case, or Loan number, so that I can view details.","F-1","Convert each identifier to hyperlink."
"US-217","As a SMART user, I want to open a loan by clicking its Skey, FHA Case, or Loan number, so that I can view details.","F-2","Route to corresponding loan record page."
"US-218","As a SMART user, I want the My Loans tab to show Top 20 Recent Loans when none are pinned, so that I still see recent activity.","F-1","Detect zero pinned loans."
"US-218","As a SMART user, I want the My Loans tab to show Top 20 Recent Loans when none are pinned, so that I still see recent activity.","F-2","Populate table with 20 most recent loan records."
"US-219","As a SMART user, I want My Loans to display my pinned loans plus Top 20 Recent, so that critical loans remain visible.","F-1","Merge pinned list with recent list without duplication."
"US-219","As a SMART user, I want My Loans to display my pinned loans plus Top 20 Recent, so that critical loans remain visible.","F-2","Sort pinned loans above recent section."
"US-220","As a SMART user, I want to pin a loan to My Dashboard, so that it’s always accessible.","F-1","Provide PIN TO DASHBOARD button on loan record."
"US-220","As a SMART user, I want to pin a loan to My Dashboard, so that it’s always accessible.","F-2","Show confirmation pop-up with SUBMIT."
"US-220","As a SMART user, I want to pin a loan to My Dashboard, so that it’s always accessible.","F-3","Add loan (and related records) to My Loans table."
"US-221","As a SMART user, I want multiple property-inspection records to appear when their loan is pinned, so that I see all related addresses.","F-1","Query and list all loan records sharing Loan Skey."
"US-221","As a SMART user, I want multiple property-inspection records to appear when their loan is pinned, so that I see all related addresses.","F-2","Display each record under pinned loan entry."
"US-222","As a SMART user, I want to unpin a loan, so that it no longer clutters my dashboard.","F-1","Provide UNPIN FROM DASHBOARD button on loan record."
"US-222","As a SMART user, I want to unpin a loan, so that it no longer clutters my dashboard.","F-2","Show confirmation pop-up."
"US-222","As a SMART user, I want to unpin a loan, so that it no longer clutters my dashboard.","F-3","Remove loan and related records from My Loans list."
"US-223","As a SMART user, I want My Loans to hide unpinned loans immediately, so that the dashboard reflects current selections.","F-1","Refresh My Loans table after successful unpin."
"US-223","As a SMART user, I want My Loans to hide unpinned loans immediately, so that the dashboard reflects current selections.","F-2","Verify removed Loan Skey no longer appears."
"US-224","As a SMART user, I want to access My Tickets dashboard, so that I can monitor my customer service workload.","F-1","Activate My Tickets tab click action."
"US-224","As a SMART user, I want to access My Tickets dashboard, so that I can monitor my customer service workload.","F-2","Load ticket table with pagination."
"US-225","As a SMART user, I want to open a ticket by clicking its number, so that I can review or update it.","F-1","Turn ticket number into hyperlink."
"US-225","As a SMART user, I want to open a ticket by clicking its number, so that I can review or update it.","F-2","Route to ticket detail page."
"US-226","As a SMART user, I want My Tickets to show Top 20 Recent Tickets when none are pinned, so that I see latest activity.","F-1","Detect zero pinned tickets."
"US-226","As a SMART user, I want My Tickets to show Top 20 Recent Tickets when none are pinned, so that I see latest activity.","F-2","Populate table with 20 newest tickets."
"US-227","As a SMART user, I want My Tickets to list pinned tickets above the Top 20, so that important tickets stay visible.","F-1","Merge pinned list and recent list."
"US-227","As a SMART user, I want My Tickets to list pinned tickets above the Top 20, so that important tickets stay visible.","F-2","Label pinned section distinctly."
"US-228","As a SMART user, I want to pin a ticket to My Dashboard, so that I can access it quickly.","F-1","Provide PIN TO DASHBOARD inside ticket detail."
"US-228","As a SMART user, I want to pin a ticket to My Dashboard, so that I can access it quickly.","F-2","Confirm action via pop-up."
"US-228","As a SMART user, I want to pin a ticket to My Dashboard, so that I can access it quickly.","F-3","Add ticket and all related records to My Tickets list."
"US-229","As a SMART user, I want multiple property-inspection ticket records to appear when the ticket is pinned, so that all addresses are visible.","F-1","Retrieve records sharing Ticket Skey."
"US-229","As a SMART user, I want multiple property-inspection ticket records to appear when the ticket is pinned, so that all addresses are visible.","F-2","Render each within My Tickets table."
"US-230","As a SMART user, I want to unpin a ticket, so that it no longer appears on my dashboard.","F-1","Offer UNPIN FROM DASHBOARD in ticket detail."
"US-230","As a SMART user, I want to unpin a ticket, so that it no longer appears on my dashboard.","F-2","Confirm removal via pop-up."
"US-230","As a SMART user, I want to unpin a ticket, so that it no longer appears on my dashboard.","F-3","Delete ticket entries from My Tickets table."
"US-231","As a SMART user, I want My Tickets to refresh immediately after unpinning, so that the list is accurate.","F-1","Refresh table post-unpin action."
"US-231","As a SMART user, I want My Tickets to refresh immediately after unpinning, so that the list is accurate.","F-2","Validate ticket absence in UI."
"US-232","As an LSC user, I want the LSC Inbox to list all my open tickets, so that I can manage current tasks.","F-1","Query tickets assigned to logged-in LSC user with open status."
"US-232","As an LSC user, I want the LSC Inbox to list all my open tickets, so that I can manage current tasks.","F-2","Display sortable table with key columns."
"US-233","As an LSC user, I want to open a ticket and return via BACK TO LSC INBOX, so that navigation is efficient.","F-1","Provide back button on ticket detail."
"US-233","As an LSC user, I want to open a ticket and return via BACK TO LSC INBOX, so that navigation is efficient.","F-2","Restore previous inbox scroll position on return."
"US-234","As an LSC user, I want to filter tickets by LSC user, so that I can view colleagues’ workloads.","F-1","Present dropdown of active LSC users."
"US-234","As an LSC user, I want to filter tickets by LSC user, so that I can view colleagues’ workloads.","F-2","Apply filter instantly on selection."
"US-235","As an LSC user, I want my selected filters and last-viewed ticket highlighted after returning, so that context is preserved.","F-1","Store filter state in session storage."
"US-235","As an LSC user, I want my selected filters and last-viewed ticket highlighted after returning, so that context is preserved.","F-2","Highlight previously opened ticket row."
"US-236","As an LSC user, I want a RESET button to clear filters, so that I can start a fresh search.","F-1","Provide RESET control near filters."
"US-236","As an LSC user, I want a RESET button to clear filters, so that I can start a fresh search.","F-2","Clear stored filter state and reload full list."
"US-237","As an LSC user, I want to select multiple tickets in the inbox, so that I can reassign them in bulk.","F-1","Add checkboxes per row and Select All in header."
"US-237","As an LSC user, I want to select multiple tickets in the inbox, so that I can reassign them in bulk.","F-2","Track selected ticket IDs client-side."
"US-238","As an LSC user, I want to choose a new designee from a dropdown during batch reassignment, so that tickets move to the right person.","F-1","Populate Reassign to LSC User dropdown with active users."
"US-238","As an LSC user, I want to choose a new designee from a dropdown during batch reassignment, so that tickets move to the right person.","F-2","Disable Reassign button until at least one ticket and user selected."
"US-239","As an LSC user, I want to confirm batch reassignment, so that accidental changes are avoided.","F-1","Show modal listing ticket numbers and target user."
"US-239","As an LSC user, I want to confirm batch reassignment, so that accidental changes are avoided.","F-2","Require explicit SUBMIT to proceed."
"US-240","As an LSC user, I want reassigned tickets removed from the previous designee’s filtered view, so that inboxes stay accurate.","F-1","Update ticket designee field server-side."
"US-240","As an LSC user, I want reassigned tickets removed from the previous designee’s filtered view, so that inboxes stay accurate.","F-2","Refresh current inbox after reassignment to reflect removal."
"US-241","As an LSC user, I want reassigned tickets to appear in the new designee’s inbox, so that work is transferred correctly.","F-1","Verify ticket appears when filtering by new designee."
"US-241","As an LSC user, I want reassigned tickets to appear in the new designee’s inbox, so that work is transferred correctly.","F-2","Log reassignment event for audit."
"US-242","As a Supervisor, I want the Supervisor Inbox to list all open tickets, so that I have oversight of workload.","F-1","Query all tickets with open status regardless of designee."
"US-242","As a Supervisor, I want the Supervisor Inbox to list all open tickets, so that I have oversight of workload.","F-2","Render sortable table with aging data."
"US-243","As a Supervisor, I want to open a ticket and return via BACK TO SUPERVISOR INBOX, so that review is efficient.","F-1","Provide back button on ticket detail."
"US-243","As a Supervisor, I want to open a ticket and return via BACK TO SUPERVISOR INBOX, so that review is efficient.","F-2","Return to same scroll position in inbox."
"US-244","As a Supervisor, I want a CHANGE DISPOSITION link for each ticket, so that I can update ticket status quickly.","F-1","Render link in Actions column."
"US-244","As a Supervisor, I want a CHANGE DISPOSITION link for each ticket, so that I can update ticket status quickly.","F-2","Open disposition edit modal on click."
"US-245","As a Supervisor, I want to select a new disposition from a dropdown and save, so that ticket status reflects reality.","F-1","Populate dropdown with valid dispositions per Table 1."
"US-245","As a Supervisor, I want to select a new disposition from a dropdown and save, so that ticket status reflects reality.","F-2","Require SAVE then confirmation SUBMIT."
"US-245","As a Supervisor, I want to select a new disposition from a dropdown and save, so that ticket status reflects reality.","F-3","Persist change to ticket record."
"US-246","As a Supervisor, I want the disposition column to refresh immediately after change, so that I see updated status.","F-1","Refresh row data without full page reload."
"US-246","As a Supervisor, I want the disposition column to refresh immediately after change, so that I see updated status.","F-2","Highlight updated row for 3 seconds to show success."
