"User Story Number","User Story Description","Feature Number","Feature Description","Source File","Source Text"
"US-2900","As a user, I want to open the Bankruptcy tab in an SF Data Request record to see bankruptcy details.","F-2","F-2","part_089.txt","“4.2.7.14 View Bankruptcy”"
"US-2900","As a user, I want to open the Bankruptcy tab in an SF Data Request record to see bankruptcy details.","F-3","F-3","part_089.txt","“Figure 160: View Bankruptcy (SF Data Request)”"
"US-2901","As a user, I want to open the Customer Service tab in an SF Data Request record to view related tickets.","F-1","F-1","part_089.txt","“click on the [CUSTOMER SERVICE] tab within the Loan Record page.”"
"US-2901","As a user, I want to open the Customer Service tab in an SF Data Request record to view related tickets.","F-2","F-2","part_089.txt","“To access a read only version of the Customer Service Module, click on the [CUSTOMER SERVICE] tab within the Loan Record page.”"
"US-2901","As a user, I want to open the Customer Service tab in an SF Data Request record to view related tickets.","F-3","F-3","part_089.txt","“1978 PARTIAL CLAIM  01/21/2011 01:29:51 PM”"
"US-2902","As a servicing analyst, I want to search for loans with servicing history using multiple criteria so that I can locate specific cases quickly.","F-1","F-1","part_089.txt","“Q Servicing Search Screen”"
"US-2902","As a servicing analyst, I want to search for loans with servicing history using multiple criteria so that I can locate specific cases quickly.","F-2","F-2","part_089.txt","“FHA Case # … Loan # … Lender Name … Last4 Digits of SSN”"
"US-2902","As a servicing analyst, I want to search for loans with servicing history using multiple criteria so that I can locate specific cases quickly.","F-3","F-3","part_089.txt","“Note Type: Select a Note Type … Servicing Step Status … Servicing Type … Note Created By … Note Create Date”"
"US-2902","As a servicing analyst, I want to search for loans with servicing history using multiple criteria so that I can locate specific cases quickly.","F-4","F-4","part_089.txt","“Loans with servicing history can be retrieved through various combinations of the search criteria available on the Servicing Search Screen.”"
"US-2903","As a servicing user, I want to run a Servicing Search, so that I can locate loans that meet specific servicing criteria.","F-1","F-1","part_090.txt","“Click [SERVICING] from the top Navigation menu. Select [SEARCH] from the dropdown.”"
"US-2903","As a servicing user, I want to run a Servicing Search, so that I can locate loans that meet specific servicing criteria.","F-2","F-2","part_090.txt","“Select the search criteria from the displayed search fields in the Servicing Search Screen.”"
"US-2903","As a servicing user, I want to run a Servicing Search, so that I can locate loans that meet specific servicing criteria.","F-3","F-3","part_090.txt","“Click [START SEARCH].”"
"US-2904","As a servicing user, I want to open a loan record from Servicing Search results, so that I can review its servicing information.","F-1","F-1","part_090.txt","“Click on either Loan Skey, FHA Case #, or Loan # to open the Loan Record.”"
"US-2904","As a servicing user, I want to open a loan record from Servicing Search results, so that I can review its servicing information.","F-2","F-2","part_090.txt","“Once the Loan Record is open, you will be automatically directed to the Servicing tab.”"
"US-2905","As a user, I want to search for loans without servicing history through the Loan Search screen, so that I can identify loans needing servicing.","F-1","F-1","part_090.txt","“Click [LOAN] from the top Navigation menu. Select [SEARCH] from the dropdown.”"
"US-2905","As a user, I want to search for loans without servicing history through the Loan Search screen, so that I can identify loans needing servicing.","F-2","F-2","part_090.txt","“Select the search criteria from the displayed search fields in the Loan Search Screen.”"
"US-2905","As a user, I want to search for loans without servicing history through the Loan Search screen, so that I can identify loans needing servicing.","F-3","F-3","part_090.txt","“Click [START SEARCH].”"
"US-2906","As a user, I want to open a searched loan and access its Servicing tab, so that I can view or add servicing activity.","F-1","F-1","part_090.txt","“Click on either Loan Skey, FHA Case #, or Loan # to open the Loan Record.”"
"US-2906","As a user, I want to open a searched loan and access its Servicing tab, so that I can view or add servicing activity.","F-2","F-2","part_090.txt","“Once the Loan Record is open, click on the Servicing tab.”"
"US-2907","As a servicing user, I want to export servicing data to Excel, so that I can analyze it offline.","F-1","F-1","part_090.txt","“Export to Excel Exports the data from the table into an excel spreadsheet.”"
"US-2908","As a servicing user, I want to export servicing data to PDF, so that I can share a fixed report.","F-1","F-1","part_090.txt","“Export to PDF Exports the data from the table into a .pdf file.”"
"US-2909","As a servicing user, I want to print servicing data, so that I can keep a hard-copy record.","F-1","F-1","part_090.txt","“Print Displays the data from the table into a printable page.”"
"US-2910","As a servicing user, I want to view the Service Management summary, so that I can see key servicing details at a glance.","F-1","F-1","part_090.txt","“Service Management View the information for the Servicing Activity selected for the Loan.”"
"US-2911","As a servicing user, I want to jump from Servicing to the loan’s Notes and back, so that I can review related commentary quickly.","F-1","F-1","part_090.txt","“View Notes Takes you to the Notes tab for the loan.”"
"US-2911","As a servicing user, I want to jump from Servicing to the loan’s Notes and back, so that I can review related commentary quickly.","F-2","F-2","part_090.txt","“To go back to the Servicing Tab, click on [BACK TO SERVICING].”"
"US-2912","As a servicing user, I want keyword search within the Servicing timeline, so that I can filter activities quickly.","F-1","F-1","part_090.txt","“Search Search and filter the page by specific keywords. The main table will filter based off of the keyword search.”"
"US-2913","As a servicing user, I want active servicing activities visually flagged, so that I can identify work in progress.","F-1","F-1","part_090.txt","“a green document icon (&) and (A) means that the Servicing Activity is Active.”"
"US-2914","As a servicing user, I want inactive servicing activities visually flagged, so that I can distinguish completed work.","F-1","F-1","part_090.txt","“a grey document icon (8) and (I) means that the Servicing Activity is Inactive.”"
"US-2915","As a customer-service user, I want to search tickets, so that I can retrieve cases matching specific criteria.","F-1","F-1","part_090.txt","“Click [CUSTOMER SERVICE] from the top Navigation menu. Select [TICKET SEARCH] from the dropdown.”"
"US-2915","As a customer-service user, I want to search tickets, so that I can retrieve cases matching specific criteria.","F-2","F-2","part_090.txt","“Select the search criteria from the displayed search fields in the Ticket Search Screen.”"
"US-2915","As a customer-service user, I want to search tickets, so that I can retrieve cases matching specific criteria.","F-3","F-3","part_090.txt","“Click [START SEARCH].”"
"US-2916","As a customer-service user, I want to open a ticket from search results, so that I can view its details.","F-1","F-1","part_090.txt","“click on the Ticket No. to open the ticket.”"
"US-2916","As a customer-service user, I want to open a ticket from search results, so that I can view its details.","F-2","F-2","part_090.txt","“The user is redirected to the ticket’s Ticket Detail tab in the Customer Service Module.”"
"US-2917","As a customer-service user, I want to edit ticket information and save it, so that records stay current.","F-1","F-1","part_090.txt","“Step1: Inside the Customer Service Module, click on the [TICKET DETAIL] tab.”"
"US-2917","As a customer-service user, I want to edit ticket information and save it, so that records stay current.","F-2","F-2","part_090.txt","“Step 2: Complete all required fields.”"
"US-2917","As a customer-service user, I want to edit ticket information and save it, so that records stay current.","F-3","F-3","part_090.txt","“Step 3: Click [SAVE].”"
"US-2917","As a customer-service user, I want to edit ticket information and save it, so that records stay current.","F-4","F-4","part_090.txt","“Step 4: From the confirmation pop-up, click [SUBMIT].”"
"US-2918","As a supervisor, I want to edit loan info, ticket #, and borrower/caller data, so that I can correct critical ticket attributes.","F-1","F-1","part_090.txt","“The Loan Information box, Ticket # field, and Borrower/Caller Information box are only editable for Supervisor roles.”"
"US-2919","As a customer-service user, I want to create a new call log entry, so that each interaction is recorded.","F-1","F-1","part_090.txt","“Inside the Call Log tab, click on [CREATE NEW CALL Loc].”"
"US-2919","As a customer-service user, I want to create a new call log entry, so that each interaction is recorded.","F-2","F-2","part_090.txt","“Complete all required fields.”"
"US-2919","As a customer-service user, I want to create a new call log entry, so that each interaction is recorded.","F-3","F-3","part_090.txt","“Click [SAVE].” / “From the confirmation pop-up, click [SUBMIT].”"
"US-2920","As a customer-service user, I want to edit an existing call log, so that I can correct or update information.","F-1","F-1","part_090.txt","“select Edit Log in the Action column on the Call Log page.”"
"US-2920","As a customer-service user, I want to edit an existing call log, so that I can correct or update information.","F-2","F-2","part_090.txt","“Complete all required fields and Click Save.”"
"US-2921","As a customer-service user, I want to add a ticket action, so that workflow steps are tracked.","F-1","F-1","part_090.txt","“To add anew Ticket Action, click on [CREATE NEW ACTION].”"
"US-2921","As a customer-service user, I want to add a ticket action, so that workflow steps are tracked.","F-2","F-2","part_090.txt","“Select the Action to add from the Current Action dropdown menu.”"
"US-2921","As a customer-service user, I want to add a ticket action, so that workflow steps are tracked.","F-3","F-3","part_090.txt","“If the Action has not been completed, clear the Complete Date field. If the Action has been completed, put the date in the Complete Date field.”"
"US-2921","As a customer-service user, I want to add a ticket action, so that workflow steps are tracked.","F-4","F-4","part_090.txt","“Then click [SAvE].” / “From the confirmation pop-up, click [SUBMIT].”"
"US-2922","As a customer-service user, I want to mark a ticket action complete, so that progress is accurately tracked.","F-1","F-1","part_090.txt","“click on the [CLICK TO COMPLETE] link located in the Actions column for an action that has not yet been completed.”"
"US-2922","As a customer-service user, I want to mark a ticket action complete, so that progress is accurately tracked.","F-2","F-2","part_090.txt","“Fill in the Complete Date and click [SAvE].”"
"US-2922","As a customer-service user, I want to mark a ticket action complete, so that progress is accurately tracked.","F-3","F-3","part_090.txt","“From the confirmation pop-up, click [SUBMIT].”"
"US-2923","As a customer-service user, I want to add a note to a ticket, so that additional information is documented.","F-1","F-1","part_090.txt","“Click on [ADD NoTE] to navigate to the Add Note window.”"
"US-2923","As a customer-service user, I want to add a note to a ticket, so that additional information is documented.","F-2","F-2","part_090.txt","“Complete all required fields.”"
"US-2923","As a customer-service user, I want to add a note to a ticket, so that additional information is documented.","F-3","F-3","part_090.txt","“Click [SAVE].” / “On the Confirmation Pop-up, click [SUBMIT].”"
"US-2924","As a customer-service user, I want to view all notes for an FHA case, so that I understand full history across tickets.","F-1","F-1","part_090.txt","“Inside the Notes tab, click on the View All Notes button.”"
"US-2924","As a customer-service user, I want to view all notes for an FHA case, so that I understand full history across tickets.","F-2","F-2","part_090.txt","“All the notes associated with that FHA Case Number will display in chronological order.”"
"US-2924","As a customer-service user, I want to view all notes for an FHA case, so that I understand full history across tickets.","F-3","F-3","part_090.txt","“To go back to the Notes associated only with the Ticket Number, click on the Notes tab.”"
"US-2925","As a customer-service user, I want to view all documents linked to the FHA case, so that I can reference supporting files.","F-1","F-1","part_090.txt","“Inside the Customer Service Module, click on the Documents tab.”"
"US-2925","As a customer-service user, I want to view all documents linked to the FHA case, so that I can reference supporting files.","F-2","F-2","part_090.txt","“All the documents associated with that FHA Case Number will display in chronological order.”"
"US-2926","As a customer-service user, I want to view borrower history for merged tickets, so that I retain non-sys contact data.","F-1","F-1","part_090.txt","“the borrower name, address, and phone number form the non_sys ticket is saved into the Borrower History.”"
"US-2926","As a customer-service user, I want to view borrower history for merged tickets, so that I retain non-sys contact data.","F-2","F-2","part_090.txt","“40 & Borrower History Information” (figure label)"
"US-2927","As a customer-service user, I want to close a ticket, so that inactive cases are properly recorded.","F-1","F-1","part_090.txt","“From the Ticket Status dropdown menu in the Ticket Information box, select ‘Closed.’”"
"US-2927","As a customer-service user, I want to close a ticket, so that inactive cases are properly recorded.","F-2","F-2","part_090.txt","“Click [Save] then on the confirmation pop-up, click [SUBMIT].”"
"US-2927","As a customer-service user, I want to close a ticket, so that inactive cases are properly recorded.","F-3","F-3","part_090.txt","“the Ticket will display ‘(1)’ to represent Inactive in the Ticket No. table.”"
"US-2928","As a customer-service user, I want to re-open a ticket on the same day it was closed, so that I can continue work if needed.","F-1","F-1","part_090.txt","“search for a Ticket with a Create Date of TODAY and a Close Date of TODAY.”"
"US-2928","As a customer-service user, I want to re-open a ticket on the same day it was closed, so that I can continue work if needed.","F-2","F-2","part_090.txt","“click on the Ticket Number to open the ticket.”"
"US-2928","As a customer-service user, I want to re-open a ticket on the same day it was closed, so that I can continue work if needed.","F-3","F-3","part_090.txt","“select ‘Open.’” / “Click [SAvE].” / “click [SUBMIT].”"
"US-2928","As a customer-service user, I want to re-open a ticket on the same day it was closed, so that I can continue work if needed.","F-4","F-4","part_090.txt","“the Ticket will display ‘(A)’ to represent Active in the Ticket No. Table.”"
"US-2929","As a customer-service user, I want to edit a closed non_sys ticket, so that incorrect data can be corrected.","F-1","F-1","part_090.txt","“If the ticket is on the non_sys table … the ticket is editable.”"
"US-2929","As a customer-service user, I want to edit a closed non_sys ticket, so that incorrect data can be corrected.","F-2","F-2","part_090.txt","“The following fields are editable: FHA Case Number, Borrower/Caller Information Box, and Mortgage/Loss Mitigation/Housing Counseling Information Box.”"
"US-2930","As a customer-service user, I want closed sys tickets to be read-only, so that loan-linked records are protected.","F-1","F-1","part_090.txt","“If the ticket is on the loan_table … the ticket is not editable.”"
"US-2931","As a customer-service user, I want to merge duplicate non_sys and sys tickets, so that all information resides under the correct FHA case.","F-1","F-1","part_090.txt","“a pop-up will display asking if the user wants to merge the tickets.”"
"US-2931","As a customer-service user, I want to merge duplicate non_sys and sys tickets, so that all information resides under the correct FHA case.","F-2","F-2","part_090.txt","“a pop-up will display for the user to select a FHA Case to merge to.”"
"US-2931","As a customer-service user, I want to merge duplicate non_sys and sys tickets, so that all information resides under the correct FHA case.","F-3","F-3","part_090.txt","“Select a case number to merge to and click [MERGE CASE No].”"
"US-2931","As a customer-service user, I want to merge duplicate non_sys and sys tickets, so that all information resides under the correct FHA case.","F-4","F-4","part_090.txt","“The ticket will merge into that FHA Case Number’s Customer Service Record and save the information.”"
"US-2932","As a user, I want to open the Create New Ticket screen from the header, so that I can begin creating a customer-service ticket.","F-1","F-1","part_091.txt","“Click [CUSTOMER SERVICE] from the top Navigation menu.”"
"US-2932","As a user, I want to open the Create New Ticket screen from the header, so that I can begin creating a customer-service ticket.","F-2","F-2","part_091.txt","“Select [CREATE NEW TICKET] from the dropdown.”"
"US-2933","As a user, I want ticket priority, status, and designee to default, so that I spend less time entering repetitive data.","F-1","F-1","part_091.txt","“The ‘Ticket Priority’ field is defaulted to Low; this is editable.”"
"US-2933","As a user, I want ticket priority, status, and designee to default, so that I spend less time entering repetitive data.","F-2","F-2","part_091.txt","“The ‘Ticket Status’ field is defaulted to Open; this is editable.”"
"US-2933","As a user, I want ticket priority, status, and designee to default, so that I spend less time entering repetitive data.","F-3","F-3","part_091.txt","“The ‘Designee’ field is defaulted to the user’s name; this is editable.”"
"US-2934","As a user, I want FHA Case entry to auto-populate loan program and borrower info, so that data entry is minimized.","F-1","F-1","part_091.txt","“If you insert an FHA Case Number that exists in SMART, then the Loan Program … will auto-populate.”"
"US-2934","As a user, I want FHA Case entry to auto-populate loan program and borrower info, so that data entry is minimized.","F-2","F-2","part_091.txt","“If you insert an FHA Case Number that exists in SMART, then … Borrower Information will auto-populate.”"
"US-2935","As a user, I want to save and submit a new ticket, so that it becomes active and visible in the system.","F-1","F-1","part_091.txt","“Step 3: Click [SAVE].”"
"US-2935","As a user, I want to save and submit a new ticket, so that it becomes active and visible in the system.","F-2","F-2","part_091.txt","“From the confirmation pop-up, click [SUBMIT].”"
"US-2935","As a user, I want to save and submit a new ticket, so that it becomes active and visible in the system.","F-3","F-3","part_091.txt","“After creating a new ticket, the user will be redirected to the ticket detail tab…”"
"US-2935","As a user, I want to save and submit a new ticket, so that it becomes active and visible in the system.","F-4","F-4","part_091.txt","“The ticket will display an ‘(A)’ to represent Active in the Ticket No. table.”"
"US-2935","As a user, I want to save and submit a new ticket, so that it becomes active and visible in the system.","F-5","F-5","part_091.txt","“…and the ticket will display in the designee’s inbox.”"
"US-2936","As a user, I want a warning when a loan already has an open ticket, so that duplicate tickets are avoided.","F-1","F-1","part_091.txt","“If you are creating a new ticket for a loan record that currently has an open ticket, then a pop-up will display…”"
"US-2936","As a user, I want a warning when a loan already has an open ticket, so that duplicate tickets are avoided.","F-2","F-2","part_091.txt","“Pop-up will display … ‘FHA Case Number xxx-xxxxxxx has an opened ticket. Please review the open ticket (Ticket ID: xxxxxx).’”"
"US-2937","As a user viewing a specific loan, I want a Create New Ticket button inside the module, so that I can open a ticket directly for that loan.","F-1","F-1","part_091.txt","“Inside the Customer Service Module, click [CREATE NEW TICKET] to create a new customer service ticket for that specific loan.”"
"US-2937","As a user viewing a specific loan, I want a Create New Ticket button inside the module, so that I can open a ticket directly for that loan.","F-2","F-2","part_091.txt","Figure 188 “Create New Ticket”."
"US-2938","As a user, I want the loan’s program and FHA case number to default on the in-context ticket form, so that accuracy is ensured.","F-1","F-1","part_091.txt","“The ‘Loan Program’ will default to this loan record’s loan program.”"
"US-2938","As a user, I want the loan’s program and FHA case number to default on the in-context ticket form, so that accuracy is ensured.","F-2","F-2","part_091.txt","“The ‘FHA Case #’ will default to this loan record’s FHA Case Number.”"
"US-2938","As a user, I want the loan’s program and FHA case number to default on the in-context ticket form, so that accuracy is ensured.","F-3","F-3","part_091.txt","“The ‘Ticket Priority’ field is defaulted to Low; this is editable.”"
"US-2938","As a user, I want the loan’s program and FHA case number to default on the in-context ticket form, so that accuracy is ensured.","F-4","F-4","part_091.txt","“The ‘Ticket Status’ field is defaulted to Open; this is editable.”"
"US-2938","As a user, I want the loan’s program and FHA case number to default on the in-context ticket form, so that accuracy is ensured.","F-5","F-5","part_091.txt","“The ‘Designee’ field is defaulted to the user’s name; this is editable.”"
"US-2939","As a user, I want to save and submit a ticket created from the loan tab, so that it is stored and actionable.","F-1","F-1","part_091.txt","“Step 3: Click [SAVE].”"
"US-2939","As a user, I want to save and submit a ticket created from the loan tab, so that it is stored and actionable.","F-2","F-2","part_091.txt","“From the confirmation pop-up, click [SUBMIT].”"
"US-2940","As a user, I want to access Customer Service reports, so that I can analyze ticket activity.","F-1","F-1","part_091.txt","“Click [REPORTS] from the top Navigation menu.”"
"US-2940","As a user, I want to access Customer Service reports, so that I can analyze ticket activity.","F-2","F-2","part_091.txt","“Select [CUSTOMER SERVICE] from the dropdown.”"
"US-2941","As a user, I want to pick a Customer Service report and enter parameters, so that I can generate meaningful output.","F-1","F-1","part_091.txt","“From the Reports — Customer Service Dashboard, click on a report from the left-hand menu.”"
"US-2941","As a user, I want to pick a Customer Service report and enter parameters, so that I can generate meaningful output.","F-2","F-2","part_091.txt","“Complete all required fields to generate the report.”"
"US-2942","As a user, I want to export Customer Service reports to Excel, so that I can manipulate data offline.","F-1","F-1","part_091.txt","“Click [REPORT IN EXCEL] to generate a report in Microsoft Excel.”"
"US-2943","As a user, I want to export Customer Service reports to PDF, so that I can share a fixed document.","F-1","F-1","part_091.txt","“Click [REPORT IN PDF] to generate a PDF report.”"
"US-2944","As a user, I want to export Customer Service reports to HTML, so that I can view them in a browser.","F-1","F-1","part_091.txt","“Click [REPORT IN HTM] to generate a HTML report.”"
"US-2945","As a user, I want to access Director Reports dashboard, so that strategic summaries are available.","F-1","F-1","part_091.txt","“Select [DIRECTOR REPoRTS] from the dropdown.”"
"US-2946","As a user, I want to select and parameterize a Director report, so that I can retrieve targeted data.","F-1","F-1","part_091.txt","“From the Reports — Director Reports Dashboard, click on a report from the left-hand menu.”"
"US-2946","As a user, I want to select and parameterize a Director report, so that I can retrieve targeted data.","F-2","F-2","part_091.txt","“Complete all required fields to generate the report.”"
"US-2947","As a user, I want to export Director reports to Excel, so that I can further analyze them.","F-1","F-1","part_091.txt","“Click [REPORT IN EXCEL] to generate a report in Microsoft Excel.”"
"US-2948","As a user, I want to export Director reports to PDF, so that I can keep an official copy.","F-1","F-1","part_091.txt","“Click [REPORT IN PDF] to generate a PDF report.”"
"US-2949","As a user, I want to access Servicing/Release Reports dashboard, so that servicing data is viewable.","F-1","F-1","part_091.txt","“Select [SERVICING/RELEASE REPORTS] from the dropdown.”"
"US-2950","As a user, I want to choose and parameterize a Servicing/Release report, so that I can generate it.","F-1","F-1","part_091.txt","“From the Reports — Servicing/Release Reports Dashboard, click on a report from the left-hand menu.”"
"US-2950","As a user, I want to choose and parameterize a Servicing/Release report, so that I can generate it.","F-2","F-2","part_091.txt","“Complete all required fields to generate the report.”"
"US-2951","As a user, I want to export Servicing/Release reports to Excel, so that I can work with the data.","F-1","F-1","part_091.txt","“Click [REPORT IN EXCEL] to generate a report in Microsoft Excel.”"
"US-2952","As a user, I want to export Servicing/Release reports to PDF, so that I can distribute them easily.","F-1","F-1","part_091.txt","“Click [REPORT IN PDF] to generate a PDF report.”"
"US-2953","As a user, I want to open my User Information page, so that I can view personal and contact details.","F-1","F-1","part_091.txt","“To view your personal identification and contact information, click your user name from the top navigation menu.”"
"US-2954","As a user, I want to edit and save my account details, so that my information stays current.","F-1","F-1","part_091.txt","“Step 1: Edit your User Information as appropriate.”"
"US-2954","As a user, I want to edit and save my account details, so that my information stays current.","F-2","F-2","part_091.txt","“Step 2: Click [SAVE] to save your changes…”"
"US-2955","As a user, I want to abandon unsaved account edits, so that accidental changes aren’t applied.","F-1","F-1","part_091.txt","“Step 2: Click … [CANCEL] to abandon the changes.”"
"US-2956","As a multi-role user, I want to switch roles from the navigation menu, so that I can work under the desired permissions.","F-1","F-1","part_091.txt","“Click on your [ROLE] in the top navigation menu.”"
"US-2956","As a multi-role user, I want to switch roles from the navigation menu, so that I can work under the desired permissions.","F-2","F-2","part_091.txt","“The dropdown menu will show all your assigned roles.”"
"US-2956","As a multi-role user, I want to switch roles from the navigation menu, so that I can work under the desired permissions.","F-3","F-3","part_091.txt","“Select the role you want, and the website will automatically update to be viewed as the role selected.”"
"US-2957","As a maintenance user, I want to open the Ticket Round Robin, so that I can manage agent routing.","F-1","F-1","part_091.txt","“Click [MAINTENANCE] … and select [TICKET ROUND RoBIN] from the dropdown.”"
"US-2958","As a maintenance user, I want to change an agent’s queue status, so that tickets route correctly.","F-1","F-1","part_091.txt","“Click on the Queue dropdown menu and select Active or Inactive.”"
"US-2958","As a maintenance user, I want to change an agent’s queue status, so that tickets route correctly.","F-2","F-2","part_091.txt","“Click the [SAVE] button underneath the Round Robin title.”"
"US-2958","As a maintenance user, I want to change an agent’s queue status, so that tickets route correctly.","F-3","F-3","part_091.txt","“From the confirmation pop-up, click [SUBMIT].”"
"US-2959","As a maintenance user, I want to change an agent’s Active/Inactive status, so that availability is accurate.","F-1","F-1","part_091.txt","“To change Agent Status, click on the Agent’s Name.”"
"US-2959","As a maintenance user, I want to change an agent’s Active/Inactive status, so that availability is accurate.","F-2","F-2","part_091.txt","“In the Status field, select either Active or Inactive.”"
"US-2959","As a maintenance user, I want to change an agent’s Active/Inactive status, so that availability is accurate.","F-3","F-3","part_091.txt","“Click [SAVE]… From the confirmation pop-up, click [SUBMIT].”"
"US-2960","As a maintenance user, I want to add a new designee to the round robin, so that new agents receive tickets.","F-1","F-1","part_091.txt","“To adda new designee, click on [ADD NEW DESIGNEE].”"
"US-2960","As a maintenance user, I want to add a new designee to the round robin, so that new agents receive tickets.","F-2","F-2","part_091.txt","“Step 2: Complete all required fields.”"
"US-2960","As a maintenance user, I want to add a new designee to the round robin, so that new agents receive tickets.","F-3","F-3","part_091.txt","“Click [SAVE]. … click [SUBMIT].”"
"US-2961","As a user, I want to start an online chat with Tech Support, so that I can get real-time assistance.","F-1","F-1","part_091.txt","“On each page of the solution, there is a small blue tab on the right side of the screen with a question mark.”"
"US-2961","As a user, I want to start an online chat with Tech Support, so that I can get real-time assistance.","F-2","F-2","part_091.txt","“Click the [?] on the blue tab on the right of the screen.”"
"US-2961","As a user, I want to start an online chat with Tech Support, so that I can get real-time assistance.","F-3","F-3","part_091.txt","“Click [TECH SUPPORT].”"
"US-2961","As a user, I want to start an online chat with Tech Support, so that I can get real-time assistance.","F-4","F-4","part_091.txt","“Enter ‘Your Name’ and a Question into the popup box. (You may input your email address, but that is not required)”"
"US-2961","As a user, I want to start an online chat with Tech Support, so that I can get real-time assistance.","F-5","F-5","part_091.txt","“Click the box next to ‘I’m not a robot.’ Step 4: Click [CHAT Now]”"
"US-2962","As a servicing user, I want to access details of H4H loan records, so that I can review specific loan information.","F-1","F-1","part_092.txt","“4.2.4 Access Details of H4H Loan RECOIS”"
"US-2963","As a servicing user, I want to access details of EHLP loan records, so that I can examine EHLP loan data when needed.","F-1","F-1","part_092.txt","“4.2.5 Access Details of EHLP Loan R@COrdS”"
"US-2964","As a servicing user, I want to access details of Default loan records, so that I can inspect default-related information.","F-1","F-1","part_092.txt","“4.2.6 Access Details of Default Loan RECOIrS”"
"US-2965","As a servicing user, I want to access details of HECM-Assured loan records, so that I can verify HECM-Assured loan data.","F-1","F-1","part_092.txt","“4.2.7 Access Details of HECM-Assured Loan RECOIdS”"
"US-2966","As a servicing user, I want to access details of HECM-Insured & SF Data Request loan records, so that I can analyze those loan types.","F-1","F-1","part_092.txt","“4.2.8 Access Details of HECM-Insured & SF Data Request Loan ReCOIdS”"
"US-2967","As a servicing user, I want to search for loans with servicing history, so that I can locate relevant serviced loans quickly.","F-1","F-1","part_092.txt","“5.1.1 Searching for Loans with Servicing HistOry”"
"US-2968","As a servicing user, I want to search for loans without servicing history, so that I can identify un-serviced loans.","F-1","F-1","part_092.txt","“5.1.2 Searching for Loans without Servicing HiStOry”"
"US-2969","As a servicing user, I want to view an active servicing activity, so that I can monitor ongoing servicing actions.","F-1","F-1","part_092.txt","“5.2.1 View an Active Servicing ACtiVILY”"
"US-2970","As a servicing user, I want to view an inactive servicing activity, so that I can audit completed or paused servicing events.","F-1","F-1","part_092.txt","“5.2.2 View an Inactive Servicing ACtiVItY”"
"US-2971","As a servicing user, I want to manage service activities, so that I can update or oversee servicing status.","F-1","F-1","part_092.txt","“5.2.3 Service ManageMe nt”"
"US-2972","As a servicing user, I want to view notes 2.0, so that I can read enhanced note information.","F-1","F-1","part_092.txt","“5.2.4  VICW NOtCS 2.0”"
"US-2973","As a customer-service user, I want to search tickets, so that I can locate customer cases efficiently.","F-1","F-1","part_092.txt","“6.1 Ticket S@ Arch 0.0”"
"US-2974","As a customer-service user, I want to access detailed customer service information, so that I can view complete ticket data.","F-1","F-1","part_092.txt","“6.2 Accessing Detailed Customer Service Information.”"
"US-2975","As a customer-service user, I want to view or edit ticket detail, so that I can maintain accurate ticket records.","F-1","F-1","part_092.txt","“6.2.1 View/Edit Ticket Detail”"
"US-2976","As a customer-service user, I want to record ticket resolution, so that closed issues are documented.","F-1","F-1","part_092.txt","“6.2.2 Ticket RESOIUtION”"
"US-2977","As a customer-service user, I want to create a new call log, so that caller interactions are tracked.","F-1","F-1","part_092.txt","“6.2.3 Create NeW Call LOg”"
"US-2978","As a customer-service user, I want to view or add ticket actions, so that I can document activity on a ticket.","F-1","F-1","part_092.txt","“6.2.4 View/Add Ticket Action”"
"US-2979","As a customer-service user, I want to complete a ticket action, so that pending steps are marked done.","F-1","F-1","part_092.txt","“6.2.5 Complete Ticket ACtiON”"
"US-2980","As a customer-service user, I want to view or add notes on a ticket, so that supplementary information is stored.","F-1","F-1","part_092.txt","“6.2.6 ViQW/Ad NOteS”"
"US-2981","As a customer-service user, I want to view all notes for a ticket, so that I see complete historical commentary.","F-1","F-1","part_092.txt","“6.2.7  ViIQW All NOt@S”"
"US-2982","As a customer-service user, I want to view documents linked to a ticket, so that I can reference supporting files.","F-1","F-1","part_092.txt","“6.2.8 VIEW DOCUMENNS”"
"US-2983","As a customer-service user, I want to review borrower history from a ticket, so that borrower context is understood.","F-1","F-1","part_092.txt","“6.2.9 Borrower HiStOry”"
"US-2984","As a customer-service user, I want to close a ticket, so that resolved issues are finalized.","F-1","F-1","part_092.txt","“6.2.10 CloSe Ticket”"
"US-2985","As a customer-service user, I want to create a new ticket, so that I can log a customer issue.","F-1","F-1","part_092.txt","“6.3 —_ Create N@W TiCKet”"
"US-2986","As a customer-service user, I want to create a new ticket from the header, so that I can start one from any page.","F-1","F-1","part_092.txt","“6.3.1 Create New Ticket from Header”"
"US-2987","As a customer-service user, I want to create a new ticket from the FHA case tab, so that the ticket links to a specific loan.","F-1","F-1","part_092.txt","“6.3.2 Create New Ticket from Tab for Specific FHA Case No.”"
"US-2988","As an account administrator, I want to manage accounts, so that user access and data remain current.","F-1","F-1","part_092.txt","“7.1 Manage ACCOUNL”"
"US-2989","As any user, I want to reach technical support, so that I can get assistance with SMART issues.","F-1","F-1","part_092.txt","“B.1 —_ TACH SUPPOSE 00”"
"US-2990","As any user, I want solutions to common problems, so that I can self-solve typical issues.","F-1","F-1","part_092.txt","“8.2 — Solutions to COMMON ProbleMS 1.0”"
